TournamentName,TournamentURL,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,Player1_Match_Odds,Player2_Match_Odds,ModelName,ScrapeTimestampUTC
Birminghamchallenger,https://www.tennisabstract.com/current/2025BirminghamChallenger.html,R16,Martin Landaluce,Lloyd Harris,28.7,71.3,3.48,1.4,Sackmann,2025-06-04 06:18:07 UTC
Birminghamchallenger,https://www.tennisabstract.com/current/2025BirminghamChallenger.html,R16,Colton Smith,Nicolas Moreno De Alboran,63.5,36.5,1.57,2.74,Sackmann,2025-06-04 06:18:07 UTC
Birminghamchallenger,https://www.tennisabstract.com/current/2025BirminghamChallenger.html,R16,Rinky Hijikata,Yosuke Watanuki,47.6,52.4,2.1,1.91,Sackmann,2025-06-04 06:18:07 UTC
Birminghamchallenger,https://www.tennisabstract.com/current/2025BirminghamChallenger.html,R16,Li Tu,Alex Bolt,42.9,57.1,2.33,1.75,Sackmann,2025-06-04 06:18:07 UTC
Heilbronnchallenger,https://www.tennisabstract.com/current/2025HeilbronnChallenger.html,R16,Daniel Rincon,Facundo Mena,63.2,36.8,1.58,2.72,Sackmann,2025-06-04 06:18:07 UTC
Heilbronnchallenger,https://www.tennisabstract.com/current/2025HeilbronnChallenger.html,R16,Dominic Stricker,Marko Topo,66.9,33.1,1.49,3.02,Sackmann,2025-06-04 06:18:07 UTC
Heilbronnchallenger,https://www.tennisabstract.com/current/2025HeilbronnChallenger.html,R16,Guy Den Ouden,Gauthier Onclin,67.5,32.5,1.48,3.08,Sackmann,2025-06-04 06:18:07 UTC
Heilbronnchallenger,https://www.tennisabstract.com/current/2025HeilbronnChallenger.html,R16,Diego Dedura Palomero,Emilio Nava,13.8,86.2,7.25,1.16,Sackmann,2025-06-04 06:18:07 UTC
Prostejovchallenger,https://www.tennisabstract.com/current/2025ProstejovChallenger.html,R16,Vitaliy Sachko,Milos Karol,79.0,21.0,1.27,4.76,Sackmann,2025-06-04 06:18:07 UTC
Prostejovchallenger,https://www.tennisabstract.com/current/2025ProstejovChallenger.html,R16,Alejandro Moro Canas,Alexander Shevchenko,34.7,65.3,2.88,1.53,Sackmann,2025-06-04 06:18:07 UTC
Prostejovchallenger,https://www.tennisabstract.com/current/2025ProstejovChallenger.html,R16,Hugo Dellien,Maxim Mrva,77.7,22.3,1.29,4.48,Sackmann,2025-06-04 06:18:07 UTC
Prostejovchallenger,https://www.tennisabstract.com/current/2025ProstejovChallenger.html,R16,Dimitar Kuzmanov,Norbert Gombos,39.0,61.0,2.56,1.64,Sackmann,2025-06-04 06:18:07 UTC
Tylerchallenger,https://www.tennisabstract.com/current/2025TylerChallenger.html,R16,Mitchell Krueger,Karue Sell,62.9,37.1,1.59,2.7,Sackmann,2025-06-04 06:18:07 UTC
Tylerchallenger,https://www.tennisabstract.com/current/2025TylerChallenger.html,R16,Rafael Jodar,Andres Martin,39.6,60.4,2.53,1.66,Sackmann,2025-06-04 06:18:07 UTC
Tylerchallenger,https://www.tennisabstract.com/current/2025TylerChallenger.html,R16,Antoine Escoffier,Yibing Wu,17.7,82.3,5.65,1.22,Sackmann,2025-06-04 06:18:07 UTC
Tylerchallenger,https://www.tennisabstract.com/current/2025TylerChallenger.html,R16,Alex Rybakov,Nicolas Mejia,46.6,53.4,2.15,1.87,Sackmann,2025-06-04 06:18:07 UTC
